Phylum_name,Subphylum_name,Class_name,Order_name,Family_name,file,Species
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Gloac1,Glomerella acutata (Colletotrichum fiorinae MH 18) v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Gloci1,Glomerella cingulata 23 (Colletotrichum gloeosporoides 23) v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Gloniaceae,Glost2,Glonium stellatum CBS 207.34 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Erysiphales,Erysiphaceae,Golci1,Golovinomyces cichoracearum UCSC1 v1.0
Chytridiomycota,Incertae_sedis,Monoblepharidomycetes,Monoblepharidales,Gonapodyaceae,Ganpr1,Gonapodya prolifera v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Cunninghamellaceae,Gonbut1,Gongronella butleri v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Greab1,Gremmeniella abietina DAOM 170408 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Grocl1,Grosmannia clavigera kw1407
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Physalacriaceae,Guyne1,Guyanagaster necrorhiza MCA 3950 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymau1,Gymnascella aurantiaca v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymci1_1,Gymnascella citrina v1.1
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Cortinariaceae,Gymch1,Gymnopilus chrysopellus PR-1187 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Cortinariaceae,Gymjun1,Gymnopilus junonius AH 44721 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Gyman1,Gymnopus androsaceus JB14 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Gymear1,Gymnopus earleae GB-263.02 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Gymlu1,Gymnopus luxurians v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Paxillaceae,Gyrli1,Gyrodon lividus BX v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Discinaceae,Gyresc1,Gyromitra esculenta CBS101906 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Cunninghamellaceae,Halrad1,Halteromyces radiatus CBS 162.75 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanva1_1,Hanseniaspora valbyensis NRRL Y-1626 v1.1
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Cortinariaceae,Hebcy2,Hebeloma cylindrosporum h7 v2.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Helpul1,Helicostylum pulchrum RSA 2064 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Helsul1,Heliocybe sulcata OMC1185 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Melanommataceae,Herpot1_1,Herpotrichia sp. AK1299 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Cunninghamellaceae,Hesve2finisherSC,Hesseltinella vesiculosa NRRL3301 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Bondarzewiaceae,Hetan2,Heterobasidion annosum v2.0
Basidiomycota,Pucciniomycotina,Microbotryomycetes,Heterogastridiales,Heterogastridiaceae,Hetpy1,Heterogastridium pycnidioideum ATCC MYA-4631 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Hexnit1,Hexagonia nitida CIRM-BRFM 1802 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Ajellomycetaceae,Hisca1,Histoplasma capsulatum NAm1
Chytridiomycota,Incertae_sedis,Chytridiomycetes,Rhizophydiales,Incertae_sedis,Hompol1,Homolaphlyctis polyrhiza JEL142 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Dothideaceae,Horac1,Hortaea acidophila CBS 113389 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Dothideales,Dothideaceae,Horwer1,Hortaea werneckii EXF-2000 M0 v1.0
Basidiomycota,Pucciniomycotina,Microbotryomycetes,Heterogastridiales,Heterogastridiaceae,Hyabl1,Hyalopycnis blepharistoma ATCC 48560 v1.0
Chytridiomycota,Incertae_sedis,Monoblepharidomycetes,Monoblepharidales,Incertae_sedis,Hyacur1,Hyaloraphidium curvatum SAG235-1 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Paxillaceae,Hydpi2,Hydnomerulius pinastri v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Meripilaceae,Hydfim1,Hydnopolyporus fimbriatus CBS384.51 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Cantharellales,Hydnaceae,Hydru2,Hydnum rufescens UP504 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Hygrophoropsidaceae,Hygaur1,Hygrophoropsis aurantiaca ATCC 28755 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Physalacriaceae,Hymrad1,Hymenopellis radicata IJFM A160 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Hymvar1,Hymenoscyphus varicosporoides PMI_453 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Hypsu1,Hypholoma sublateritium v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hypbu1,Hyphopichia burtonii NRRL Y-1933 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,HypCI4A_1,Hypoxylon sp. CI-4A v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,HypCO275_1,Hypoxylon sp. CO27-5 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,HypEC38_3,Hypoxylon sp. EC38 v3.0
Ascomycota,Pezizomycotina,Dothideomycetes,Hysteriales,Hysteriaceae,Hyspu1_1,Hysterium pulicare
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Ilyeu1,Ilyonectria europaea MPI-CAGE-AT-0026 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Ilyrob1,Ilyonectria robusta PMI_751 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Ilysp1,Ilyonectria sp. v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Irpicaceae,Irplac1,Irpex lacteus CCBAS Fr. 238 617/93 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Jaapiales,Jaapiaceae,Jaaar1,Jaapia argillacea v1.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Microstromatales,Incertae_sedis,Jamsp1,Jaminaea sp. MCA 5214 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Pezizaceae,Kalpfe1,Kalaharituber pfeilii F3 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Montagnulaceae,Karrh1,Karstenula rhodostoma CBS 690.94 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazaf1,Kazachstania africana CBS 2517
Ascomycota,Pezizomycotina,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Khuory1,Khuskia oryzae ATCC 28132 v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Kickxellales,Kickxellaceae,Kicala1,Kickxella alabastrina RSA 675 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Klula1,Kluyveromyces lactis
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Incertae_sedis,Kocim1,Kockovaella imperatae NRRL Y-17943 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Incertae_sedis,Kurca1,Kuraishia capsulata CBS 1993
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Hydnangiaceae,Lacam2,Laccaria amethystina LaAM-08-1 v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Hydnangiaceae,Lacbi2,Laccaria bicolor v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Lacpsa1,Lactarius psammicola BPL869 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Lacqui1,Lactarius quietus S23C v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Lacsub1,Lactifluus subvellereus BPL653 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Lacvol1,Lactifluus volemus BPL652 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Laetiporaceae,Laesu1,Laetiporus sulphureus var. sulphureus v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasmin1,Lasiosphaeria miniovina SMH2392-1A v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasov1,Lasiosphaeria ovina CBS 958.72 v1.0
NA,NA,NA,NA,NA,Bombar1,Lasiosphaeriaceae sp. AZ0830 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lashir1,Lasiosphaeris hirsuta SMH4607-1 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lashi1,Lasiosphaeris hispida CBS 955.72 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Gloeocystidiellaceae,Laxbic1,Laxitextum bicolor CBS 258.73 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Coniochaetales,Coniochaetaceae,LecAK0013_1,Lecythophora sp. AK0013 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Tralac1,Leiotrametes lactinea CIRM-BRFM 1664 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Tramen1,Leiotrametes menziesii CIRM-BRFM 1781 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Coriolaceae,Leisp1,Leiotrametes sp BRFM 1775 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Auriscalpiaceae,Lenvul1,Lentinellus vulpinus AHS73672-sp v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Lenafn1,Lentinula afn. lateritia sp2 HRB7682 ss15 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Lenedo1,Lentinula edodes Le(Bin) 0899 ss11 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Lenlat1,Lentinula lateritia RHP3577 ss4 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Lenrap1,Lentinula raphanica INPA1701G ss19 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Lentinaceae,Lenti6_1,Lentinus tigrinus ALCF2SS1-6 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Lentinaceae,Lenti7_1,Lentinus tigrinus ALCF2SS1-7 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Lentinaceae,Sisbr1,Lentinus tigrinus v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Lentitheciaceae,Lenfl1,Lentithecium fluviatile v1.0
NA,NA,NA,NA,NA,Phimu1,Leotiomycetes sp. MPI-SDFR-AT-0126 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Argynnaceae,Leppa1,Lepidopterella palustris v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Tricholomataceae,Lepnud1,Lepista nuda CBS 247.69 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Incertae_sedis,Lepor2,Leptodontidium orchidicola MPI-SDFR-AT-0119 v2.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Incertae_sedis,Leptod1,Leptodontium sp. PMI_412 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Lepmu1,Leptosphaeria maculans
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Agaricaceae,Leugo1_1,Leucoagaricus gongylophorus Ac12
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Hygrophoropsidaceae,Leumo1,Leucogyrophana mollusca KUC20120723A-06 v1.0
Basidiomycota,Pucciniomycotina,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucr1,Leucosporidiella creatinivora 62-1032 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Incertae_sedis,Liccor1,Lichtheimia corymbifera JMRC:FSU:9682
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Incertae_sedis,Lichy1,Lichtheimia hyalospora v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Kickxellales,Kickxellaceae,Linpe1,Linderina pennispora ATCC 12442 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Lindgomycetaceae,Linin1,Lindgomyces ingoldianus ATCC 200398 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Lulworthiales,Lulworthiaceae,Linth1,Lindra thalassiae JK4322 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Fenestellaceae,Linrh1,Lineolata rhizophorae ATCC 16933 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipst1_1,Lipomyces starkeyi NRRL Y-11557 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Incertae_sedis,Pseudoperisporiaceae,Lizem1,Lizonia empirigonia CBS 542.76 v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Peltigerales,Lobariaceae,LobpulAf1,Lobaria pulmonaria Africa extracted metagenome v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Peltigerales,Lobariaceae,LobpulSc1,Lobaria pulmonaria Scotland extracted metagenome v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Peltigerales,Lobariaceae,Lobpul1,Lobaria pulmonaria Scotland reference genome v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Peltigerales,Lobariaceae,LobpulSp1,Lobaria pulmonaria Spain extracted metagenome v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Peltigerales,Lobariaceae,LobpulSw1,Lobaria pulmonaria Switzerland extracted metagenome v1.0
Zoopagomycota,Mortierellomycotina,Incertae_sedis,Mortierellales,Mortierellaceae,Lobtra1,Lobosporangium transversale NRRL 3116 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Lodelo1,Lodderomyces elongisporus NRRL YB-4239
Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Diaporthaceae,Lolmi1,Lollipopaia minuta P26; CBS 116597 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Lophiostomataceae,Lopma1,Lophiostoma macrostomum v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Incertae_sedis,Lopnu1,Lophiotrema nucula CBS 627.86 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Lopmy1,Lophium mytilinum CBS 269.34 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Rhytismatales,Rhytismataceae,Lopnit1_1,Lophodermium nitens PLMe3-1-3 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Loramycetaceae,Lorju1,Loramyces juncicola 46458 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Loramycetaceae,Lorma1,Loramyces macrosporus CBS235.53 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Lycoperdaceae,Lycper1,Lycoperdon perlatum FP-102459-T v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Agaricaceae,Macfu1,Macrolepiota fuliginosa MF-IS2 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macpha1,Macrophomina phaseolina MPI-SDFR-AT-0080 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macph1,Macrophomina phaseolina MS6
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Diademaceae,Macan1,Macroventuria anomochaeta CBS 525.71 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthales,Magnaporthaceae,Maggr1,Magnaporthe grisea v1.0
NA,NA,NA,NA,NA,Magpo1,Magnaporthiopsis poae ATCC 64411
Basidiomycota,Ustilaginomycotina,Malasseziomycetes,Malasseziales,Malasseziaceae,Malgl1,Malassezia globosa
Basidiomycota,Ustilaginomycotina,Malasseziomycetes,Malasseziales,Malasseziaceae,Malsy1_1,Malassezia sympodialis ATCC 42132
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Marasmiaceae,Marfi1,Marasmius fiardii PR-910 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,MarPMI226,Mariannaea sp. PMI_226 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Dermateaceae,Marbr1,Marssonina brunnea f. sp. multigermtubi MB_m1
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Kickxellales,Incertae_sedis,Marpt1,Martensiomyces pterosporus CBS 209.56 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Massarinaceae,Maseb1,Massarina eburnea CBS 473.64 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Incertae_sedis,Masph1,Massariosphaeria phaeospora CBS 611.86 v1.0
Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meimi1,Meira miltonrushii MCA 3882 v1.0
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Melampsoraceae,Melap1finSC_191,Melampsora allii-populina 12AY07 v1.0
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Melampsoraceae,Mellp2_3,Melampsora larici-populina v2.0
Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Melampsoraceae,Melli1,Melampsora lini CH5
Ascomycota,Pezizomycotina,Sordariomycetes,Diaporthales,Melanconidaceae,Melsp1,Melanconium sp. NRRL 54901 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Melanommataceae,Melpu1,Melanomma pulvis-pyrius v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Melanopsaceae,Meltu1,Melanops tulasnei CBS 116805 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Melanosporales,Melanosporaceae,Melti1,Melanospora tiffanyae F1KG0001 v1.0
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Urocystidiales,Melanotaeniaceae,Melen1,Melanotaenium endogenum CBS481.91 v1.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Melbi2,Meliniomyces bicolor E v2.0
Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Melva1,Meliniomyces variabilis F v1.0
Basidiomycota,Pucciniomycotina,Microbotryomycetes,Kriegeriales,Kriegeriaceae,Mereb1,Meredithblackwellia eburnea MCA 4105 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Metac1,Metarhizium acridum CQMa 102
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Metro1,Metarhizium robertsii ARSEF 23
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metbi1,Metschnikowia bicuspidata NRRL YB-4993 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metbi_SCcomb,Metschnikowia bicuspidata single-cell v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metfru2,Metschnikowia fructicola 277
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meygui1,Meyerozyma guilliermondii ATCC 6260
Ascomycota,Pezizomycotina,Sordariomycetes,Microascales,Microascaceae,Mictr1,Microascus trigonosporus CBS 218.31 v1.0
Basidiomycota,Pucciniomycotina,Microbotryomycetes,Microbotryales,Microbotryaceae,Micld1,Microbotryum lychnidis-dioicae p1A1 Lamole
Basidiomycota,Pucciniomycotina,Microbotryomycetes,Microbotryales,Microbotryaceae,Micvi1,Microbotryum violaceum p1A1 Lamole v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hyponectriaceae,Micbo1,Microdochium bolleyi J235TASD1 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Hyponectriaceae,Mictri1,Microdochium trichocladiopsis MPI-CAGE-CH-0230 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Arthrodermataceae,Micca1,Microsporum canis CBS 113480
Ascomycota,Pezizomycotina,Dothideomycetes,Microthyriales,Microthyriaceae,Micmi1,Microthyrium microscopicum CBS 115976 v1.0
Basidiomycota,Pucciniomycotina,Mixiomycetes,Mixiales,Mixiaceae,Mixos1,Mixia osmundae IAM 14324 v1.0
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moeaph1,Moesziomyces aphidis DSM 70725
Ascomycota,Pezizomycotina,Orbiliomycetes,Orbiliales,Orbiliaceae,Monha1,Monacrosporium haptotylum CBS 200.50
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Monpu1,Monascus purpureus v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Monru1,Monascus ruber NRRL 1597 v1.0
Basidiomycota,Ustilaginomycotina,Moniliellomycetes,Moniliellales,Moniliellaceae,Monili2,Moniliella sp. MCA 3643 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Marasmiaceae,Monpe1_1,Moniliophthora perniciosa FA553
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Morchellaceae,Morco1,Morchella importuna CCBAS932 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Morchellaceae,Morimp1,Morchella importuna SCYDJ1-A1 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Morchellaceae,Morsny1,Morchella snyderi DOB2414 v1.0
Zoopagomycota,Mortierellomycotina,Incertae_sedis,Mortierellales,Mortierellaceae,Morel2,Mortierella elongata AG-77 v2.0
Zoopagomycota,Mortierellomycotina,Incertae_sedis,Mortierellales,Mortierellaceae,Morel_U14_1,Mortierella elongata MPI-CAGE-AA-0104 v1.0
Zoopagomycota,Mortierellomycotina,Incertae_sedis,Mortierellales,Mortierellaceae,Mormul1,Mortierella multidivaricata RSA 2152 T v1.0
Zoopagomycota,Mortierellomycotina,Incertae_sedis,Mortierellales,Mortierellaceae,Morve1,Mortierella verticillata NRRL 6337
Zoopagomycota,Mortierellomycotina,Incertae_sedis,Mortierellales,Mortierellaceae,Morhum1,Mortierella humilis PMI1414
Zoopagomycota,Mortierellomycotina,Incertae_sedis,Mortierellales,Mortierellaceae," ""MorGBAus27b_1""",Mortierella sp. GBAus27b v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Mrafri1,Mrakia frigida ATCC 22029 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Mucci2,Mucor circinelloides CBS277.49 v2.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Kircor1,Mucor cordense RSA 1222 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mucoraceae,Zyghet1,Mucor heterogamus NRRL 1489 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Russulaceae,Muloch1,Multifurca ochricompacta BPL690 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Phallales,Phallaceae,Mutel1,Mutinus elegans ME.BST v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Mychet1,Myceliophthora heterothallica CBS 202.75 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Myche1,Myceliophthora heterothallica CBS 203.75 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Spoth2,Myceliophthora thermophila (Sporotrichum thermophile) v2.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycalb1,Mycena albidolilacea CBHHK002 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycale1,Mycena alexandri CBHHK200 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycami1,Mycena amicta BAPX v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycbel1,Mycena belliae CBHHK173m v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycrub1,Mycena capillaripes Frankland 9286 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Myccro1,Mycena crocata CBHHK184 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycepi1,Mycena epipterygia CBHHK145m v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycfil1,Mycena filopes CBHHK001 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycflo1,Mycena floridula CBHHK072 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycgal1,Mycena galopus ATCC-62051 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mychae1,Mycena haematopus CBHHK189 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycreb1,Mycena rebaudengoi CBHHK068 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycros1,Mycena rosella CBHHK067 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycsan1,Mycena sanguinolenta CBHHK176m v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Myc59_1,Mycena sp. CBHHK59/15 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycvit1,Mycena vitilis CBHHK169m v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycgr3,Mycosphaerella graminicola v2.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Mycotyphaceae,Mycafr1,Mycotypha africana NRRL 2978 v1.0
