Phylum_name,Subphylum_name,Class_name,Order_name,Family_name,file,Species
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Tripe1,Trichomonascus petasosporus NRRL YB-2093 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Pyronemataceae,Trihyb1,Trichophaea hybrida UTF0779 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Arthrodermataceae,Triru1,Trichophyton rubrum CBS 118892
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Arthrodermataceae,Triver1,Trichophyton verrucosum HKI 0517
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Incertae_sedis,Trias2479,Trichosporon asahii var. asahii CBS 2479
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Incertae_sedis,Trias8904,Trichosporon asahii var. asahii CBS 8904
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Incertae_sedis,Trich1,Trichosporon chiarellii MYA-4694 v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Incertae_sedis,Trigue1,Trichosporon guehoae v1.0
Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Incertae_sedis,Triol1,Trichosporon oleaginosus IBC0246 v1.0
Ascomycota,Pezizomycotina,Xylonomycetes,Xylonales,Xylonaceae,Trigu1,Trinosporium guianense CBS132537 v1.0
NA,NA,NA,NA,NA,Triarc1,Triparticalcar arcticum BR59 v1.0
Basidiomycota,Pucciniomycotina,Tritirachiomycetes,Tritirachiales,Tritirachiaceae,Trisp1,Tritirachium sp. CBS 265.96 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Bartaliniaceae,Truan1,Truncatella angustata MPI-SDFR-AT-0073 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Trypetheliales,Trypetheliaceae,Tryvi1,Trypethelium eluteriae v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Tuberaceae,Tubbor1,Tuber borchii Tbo3840 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Tuberaceae,Tubme1,Tuber melanosporum Mel28 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulca1,Tulasnella calospora AL13/4D v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulcal1,Tulasnella calospora UAMH 9824 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Incertae_sedis,Umbisa1,Umbelopsis isabellina AD026 v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Incertae_sedis,Umbra1,Umbelopsis ramanniana AG # v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Incertae_sedis,Umbsp_AD052_1,Umbelopsis sp. nov. AD052 v1.0
Ascomycota,Pezizomycotina,Eurotiomycetes,Onygenales,Onygenaceae,Uncre1,Uncinocarpus reesii UAMH 1704
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Urocystidiales,Urocystidaceae,Uropr1,Urocystis primulicola RUB 030670 v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnflo1,Usnea florida ATCC18376 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Incertae_sedis,Ustvir1,Ustilaginoidea virens
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Usthor1,Ustilago hordei Uh4857_4
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustma2_2,Ustilago maydis 521 v2.0
Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreales,Niessliaceae,Valla1,Valetoniellopsis laxa CBS 191.97 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Lachnocladiaceae,Varmin1,Vararia minispora EC-137 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Velabi1,Veluticeps abietina OMC1657 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Venturiaceae,Venin1,Venturia inaequalis
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Venturiaceae,Venpi1,Venturia pirina
Ascomycota,Pezizomycotina,Dothideomycetes,Venturiales,Sympoventuriaceae,Verga1,Verruconis gallopava
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Veren1,Verruculina enalia CBS 304.66 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Veral1,Verticillium alfalfae VaMs.102
Ascomycota,Pezizomycotina,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verda1,Verticillium dahliae v1.0
Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Violaceomycetales,Violaceomycetaceae,Ustsp1,Violaceomyces palustris SA 807 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales,Pluteaceae,Volvo1,Volvariella volvacea V23
Basidiomycota,Agaricomycotina,Agaricomycetes,Corticiales,Vuilleminiaceae,Vuico1,Vuilleminia comedens VcCUCC2015_SSI3 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Corticiales,Vuilleminiaceae,Vuicom1,Vuilleminia comedens VcCUCC2015_SSI6 v1.0
Basidiomycota,Agaricomycotina,Wallemiomycetes,Wallemiales,Wallemiaceae,Walic1,Wallemia ichthyophaga EXF-994
Basidiomycota,Agaricomycotina,Wallemiomycetes,Wallemiales,Wallemiaceae,Walse1,Wallemia mellicola v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Sporormiaceae,Wesor1,Westerdykella ornata CBS 379.55 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wicdo1,Wickerhamiella domercqiae NRRL Y-6692 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wican1,Wickerhamomyces anomalus NRRL Y-366-8 v1.0
Ascomycota,Pezizomycotina,Pezizomycetes,Pezizales,Pyronemataceae,Wilmi1,Wilcoxina mikolae CBS 423.85 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Polyporales,Laetiporaceae,Wolco1,Wolfiporia cocos MD-104 SS10 v1.0
Ascomycota,Pezizomycotina,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanpa2,Xanthoria parietina 46-1-SA22 v1.1
Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Xenasmataceae,Xenvag1,Xenasmatella vaga CBS212.54 v1.0
Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales,Boletaceae,Xerba1,Xerocomus badius 84.06 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Incertae_sedis,Xylhyp1,Xylaria hypoxylon OSC100004 v1.0
Ascomycota,Pezizomycotina,Sordariomycetes,Xylariales,Incertae_sedis,XylPMI506,Xylariales sp. PMI_506 v1.0
Ascomycota,Pezizomycotina,Xylonomycetes,Xylonales,Xylonaceae,Xylhe1,Xylona heveae TC161 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarli1,Yarrowia lipolytica (strain CLIB122)
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarlip1,Yarrowia lipolytica FKP355 v1.0
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Harpellales,Legeriomycetaceae,Zancul2,Zancudomyces culisetae COL-18-3
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasce1,Zasmidium cellare ATCC 36951 v1.0
Zoopagomycota,Entomophthoromycotina,Incertae_sedis,Entomophthorales,Incertae_sedis,Zoorad1,Zoophthora radicans ATCC 208865 v1.0
Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporales,Zopfiaceae,Zoprh1,Zopfia rhizophila v1.0
Mucoromycota,Mucoromycotina,Incertae_sedis,Mucorales,Lichtheimiaceae,Zycmex1,Zychaea mexicana RSA 1403 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Zyghe1_2,Zygoascus hellenicus Y-7136 v1.0
Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygro1,Zygosaccharomyces rouxii CBS732
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymar1,Zymoseptoria ardabiliae STIR04_1.1.1
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymbr1,Zymoseptoria brevis Zb18110
Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymps1,Zymoseptoria pseudotritici STIR04_2.2.1
Zoopagomycota,Kickxellomycotina,Incertae_sedis,Harpellales,Legeriomycetaceae,Zancul2,Zancudomyces culisetae COL-18-3
BasMer,Entomophthoromycotina,Incertae_sedis,Entomophthorales,Incertae_sedis,Basmer B9252,BasMer
BasHet,Entomophthoromycotina,Incertae_sedis,Entomophthorales,Incertae_sedis,Bashet N168,BasMer
BasMer,Entomophthoromycotina,Incertae_sedis,Entomophthorales,Incertae_sedis,Basmer_JGI,BasMer
